"","airport","city","country","latitude","longitude"
"367","DANANG INTERNATIONAL","DANANG","VIET NAM",16.044,108.199
"368","DAUPHIN BARKER","DAUPHIN","CANADA",51.101,-100.052
"369","DAWEI","DAWEI","MYANMAR",14.098,98.202
"370","DAWSON","DAWSON","CANADA",64.043,-139.128
"371","DAWSON CREEK","DAWSON CREEK","CANADA",55.742,-120.182
"372","DEASE LAKE","DEASE LAKE","CANADA",58.422,-130.032
"373","DEER LAKE","DEER LAKE","CANADA",49.211,-57.391
"374","DEHRADUN","DEHRA DUN","INDIA",30.187,78.18
"375","SAFDARJUNG","DELHI","INDIA",28.584,77.205
"376","INDIRA GANDHI INTERNATIONAL","DELHI","INDIA",28.566,77.103
"377","BALI INTERNATIONAL","DENPASAR","INDONESIA",-8.748,115.167
"378","DESROCHES","DESROCHES","SEYCHELLES",-5.696,53.654
"379","DESSAU","DESSAU","GERMANY",51.832,12.186
"380","BASHER","DHAKA","BANGLADESH",23.778,90.382
"381","ZIA INTERNATIONAL","DHAKA","BANGLADESH",23.843,90.398
"382","TISKA","DJANET","ALGERIA",24.293,9.452
"383","ZARZIS","DJERBA","TUNISIA",33.875,10.775
"384","TAVAUX","DOLE","FRANCE",47.039,5.427
"385","DOLORES","DOLORES","ARGENTINA",-36.32,-57.722
"386","DONAUESCHINGEN VILLINGEN","DONAUESCHINGEN","GERMANY",47.973,8.522
"387","DORTMUND","DORTMUND","GERMANY",51.518,7.612
"388","DRESDEN","DRESDEN","GERMANY",51.133,13.767
"389","DRYDEN RGNL","DRYDEN","CANADA",49.832,-92.744
"390","DUSSELDORF","DUESSELDORF","GERMANY",51.289,6.767
"391","DUMAGUETE","DUMAGUETE","PHILIPPINES",9.334,123.302
"392","PINANG KAMPAI","DUMAI","INDONESIA",1.609,101.433
"393","DUNCAN TOWN","DUNCAN TOWN","BAHAMAS",22.182,-75.729
"394","DUNDIGUL","DUNDIGUL","INDIA",17.629,78.403
"395","DUNEDIN","DUNEDIN","NEW ZEALAND",-45.928,170.198
"396","SANTA BERNARDINA INTERNATIONAL","DURAZNO","URUGUAY",-33.359,-56.499
"397","DZAOUDZI PAMANZI","DZAOUDZI","MAYOTTE ISLAND",-12.805,45.281
"398","EAST SALE","EAST SALE","AUSTRALIA",-38.099,147.149
"399","MATAVERI INTERNATIONAL","EASTER ISLAND","CHILE",-27.165,-109.422
"400","ECH CHELIFF","ECH-CHELIFF","ALGERIA",36.213,1.332
"401","EDINBURGH","EDINBURGH","AUSTRALIA",-34.703,138.621
"402","EDMONTON NAMAO","EDMONTON","CANADA",53.667,-113.467
"403","EDMONTON INTERNATIONAL","EDMONTON","CANADA",53.31,-113.58
"404","EDSON","EDSON","CANADA",53.579,-116.465
"405","EGELSBACH","EGELSBACH","GERMANY",49.961,8.644
"406","EGGENFELDEN","EGGENFELDEN","GERMANY",48.396,12.724
"407","EGILSSTADIR","EGILSSTADIR","ICELAND",65.283,-14.401
"408","EISENACH KINDEL","EISENACH","GERMANY",50.993,10.473
"409","EISENHUTTENSTADT","EISENHUETTENSTADT","GERMANY",52.197,14.586
"410","EL YOPAL","EL-YOPAL","COLOMBIA",5.319,-72.384
"411","LAS FLORES","EL BANCO","COLOMBIA",9.045,-73.975
"412","EL BOLSON","EL BOLSON","ARGENTINA",-41.943,-71.532
"413","EL BORMA","EL BORMA","TUNISIA",31.704,9.254
"414","EL DORADO","EL DORADO","VENEZUELA",6.715,-61.639
"415","EL GOLEA","EL GOLEA","ALGERIA",30.571,2.859
"416","EL MAITEN","EL MAITEN","ARGENTINA",-42.031,-71.17
"417","EL PALOMAR","EL PALOMAR","ARGENTINA",-34.61,-58.613
"418","ELORZA","ELORZA","VENEZUELA",7.06,-69.497
"419","EMDEN","EMDEN","GERMANY",53.391,7.227
"420","H HASAN AROEBOESMAN","ENDE","INDONESIA",-8.849,121.662
"421","ST ANGELO","ENNISKILLEN","ENGLAND",54.399,-7.652
"422","ENONTEKIO","ENONTEKIO","FINLAND",68.362,23.424
"423","MOULAY ALI CHERIF","ER-RACHIDIA","MOROCCO",31.949,-4.401
"424","ERFURT","ERFURT","GERMANY",50.98,10.958
"425","ARVIAT","ESKIMO POINT","CANADA",61.094,-94.071
"426","ESQUEL","ESQUEL","ARGENTINA",-42.908,-71.139
"427","ESSAOUIRA","ESSADOUIRA","MOROCCO",31.404,-9.685
"428","ESSEN MULHEIM","ESSEN","GERMANY",51.401,6.936
"429","ESTEVAN","ESTEVAN","CANADA",49.21,-102.966
"430","ESTIMA","ESTIMA","MOZAMBIQUE",-15.734,32.757
"431","EURA","EURA","FINLAND",61.116,22.201
"432","EUREKA","EUREKA","CANADA",79.995,-85.813
"433","FALEOLO INTERNATIONAL","FALEOLO","SAMOA",-13.83,-172.008
"434","FARAFANGANA","FARAFANGANA","MADAGASCAR",-22.805,47.821
"435","FARANAH","FARANAH","GUINEA",10.036,-10.77
"436","FARO","FARO","CANADA",62.208,-133.376
"437","FARQUHAR","FARQUHAR","SEYCHELLES",-10.109,51.176
"438","FERNANDO DE NORONHA","FERNANDO DO NORONHA","BRAZIL",-3.855,-32.423
"439","SAISS","FEZ","MOROCCO",33.927,-4.978
"440","FIANARANTSOA","FIANARANTSOA","MADAGASCAR",-21.441,47.112
"441","FILADELFIA","FILADELFIA","PARAGUAY",-22.36,-60.054
"442","FRIA","FIRA","GUINEA",10.351,-13.569
"443","FLENSBURG SCHAFERHAUS","FLENSBURG","GERMANY",54.772,9.378
"444","FLIN FLON","FLIN FLON","CANADA",54.678,-101.682
"445","GUSTAVO ARTUNDUAGA PAREDES","FLORENCIA","COLOMBIA",1.59,-75.564
"446","FLORENNES","FLORENNES","BELGIUM",50.244,4.649
"447","HERCILIO LUZ","FLORIANOPOLIS","BRAZIL",-27.672,-48.548
"448","BASA AB","FLORIDABLANCA","PHILIPPINES",14.986,120.493
"449","FORESTVILLE","FORESTVILLE","CANADA",48.746,-69.097
"450","FORMOSA","FORMOSA","ARGENTINA",-26.212,-58.228
"451","FORT CHIPEWYAN","FORT CHIPEWYAN","CANADA",58.767,-111.117
"452","FORT MCMURRAY","FORT MCMURRAY","CANADA",56.653,-111.222
"453","FORT MCPHERSON","FORT MCPHERSON","CANADA",67.408,-134.86
"454","FORT RESOLUTION","FORT RESOLUTION","CANADA",61.181,-113.69
"455","FORT SIMPSON","FORT SIMPSON","CANADA",61.76,-121.237
"456","FORT SMITH","FORT SMITH","CANADA",60.022,-111.96
"457","PINTO MARTINS INTERNATIONAL","FORTALEZA","BRAZIL",-3.776,-38.532
"458","CATARATAS INTERNATIONAL","FOZ DO IGUACU","BRAZIL",-25.596,-54.487
"459","FRANCA","FRANCA","BRAZIL",-20.592,-47.383
"460","FRANCEVILLE MVENGUE","FRANCEVILLE","GABON",-1.656,13.438
"461","FRANCISTOWN","FRANCISTOWN","BOTSWANA",-21.159,27.474
"462","FRANKFURT MAIN","FRANKFURT","GERMANY",50.026,8.543
"463","FREDERICTON","FREDERICTON","CANADA",45.869,-66.532
"464","FREETOWN LUNGI","FREETOWN","SIERRA LEONE",8.616,-13.195
"465","FREIBURG","FREIBURG","GERMANY",48.02,7.834
"466","FRIEDRICHSHAFEN","FRIEDRICHSHAFEN","GERMANY",47.671,9.511
"467","FRONTEIRA","FRONTEIRA","BRAZIL",-20.278,-49.187
"468","GENERAL ROCA","FUERTE GRAL ROCA","ARGENTINA",-39.001,-67.62
"469","FUERTEVENTURA","FUERTEVENTURA","CANARY ISLANDS",28.453,-13.864
"470","FUNAFUTI INTERNATIONAL AIRPORT","FUNAFUTI","TUVALU ISLAND",-8.517,179.217
"471","FUTENMA MCAS","FUTEMA","JAPAN",26.274,127.756
"472","SIR SERETSE KHAMA INTERNATIONAL","GABERONE","BOTSWANA",-24.555,25.918
"473","GABES","GABES","TUNISIA",33.877,10.103
"474","GAFSA","GAFSA","TUNISIA",34.422,8.822
"475","SEYMOUR","GALAPAGOS","GALAPAGOS I. (ECUADOR",-0.454,-90.266
"476","GANDER INTERNATIONAL","GANDER","CANADA",48.937,-54.568
"477","GAO","GAO","MALI",16.248,-0.005
"478","GAROUA","GAROUA","CAMEROON",9.336,13.37
"479","GASPE","GASPE","CANADA",48.775,-64.479
"480","GATINEAU","GATINEAU","CANADA",45.521,-75.564
"481","GBADOLITE","GBADOLITE","ZAIRE",4.253,20.975
"482","GEMENA","GEMENA","ZAIRE",3.235,19.771
"483","GENERAL PICO","GENERAL PICO","ARGENTINA",-35.696,-63.758
"484","GERALDTON GREENSTONE REGIONAL","GERALDTON","CANADA",49.778,-86.939
"485","NOUMERATE","GHARDAIA","ALGERIA",32.384,3.794
"486","GHRISS","GHRISS","ALGERIA",35.208,0.147
"487","GILLAM","GILLAM","CANADA",56.35,-94.7
"488","SANTIAGO VILA","GIRARDOT","COLOMBIA",4.276,-74.797
"489","GISBORNE","GISBORNE","NEW ZEALAND",-38.663,177.978
"490","GJOA HAVEN","GJOA HAVEN","CANADA",68.636,-95.85
"491","GLENTANNER","GLENTANNER","NEW ZEALAND",-43.907,170.128
"492","CHAMICAL","GOBERNADOR GORDILLO","ARGENTINA",-30.345,-66.294
"493","NUUK","GODTHAAB","GREENLAND",64.191,-51.678
"494","SANTA GENOVEVA","GOIANIA","BRAZIL",-16.631,-49.222
"495","GLOUCESTERSHIRE","GOLOUCHESTERSHIRE","ENGLAND",51.894,-2.167
"496","GOMA","GOMA","ZAIRE",-1.671,29.238
"497","GORE BAY MANITOULIN","GORE BAY","CANADA",45.885,-82.568
"498","GOROKA","GOROKA","PAPUA NEW GUINEA",-6.082,145.392
"499","JALALUDDIN","GORONTALO","INDONESIA",0.637,122.852
"500","GOLDSBORO WAYNE MUNI","GOTHA OST","GERMANY",35.461,-77.965
"501","GOYA","GOYA","ARGENTINA",-29.106,-59.219
"502","GRAN CANARIA","GRAN CANARIA","CANARY ISLANDS",27.932,-15.386
"503","GRANDE PRAIRIE","GRANDE PRAIRIE","CANADA",55.18,-118.885
"504","GREENWOOD","GREENWOOD","CANADA",44.984,-64.917
"505","GUAJARA MIRIM","GUAJARA-MIRIM","BRAZIL",-10.786,-65.285
"506","GUALAQUIZA","GUALAQUIZA","ECUADOR",-3.423,-78.573
"507","GUALEGUAYCHU","GUALEGUAYCHU","ARGENTINA",-33.006,-58.613
"508","GUANARE","GUANARE","VENEZUELA",9.027,-69.755
"509","GUAPI","GUAPI","COLOMBIA",2.57,-77.898
"510","GUARATINGUETA","GUARATINGUETA","BRAZIL",-22.791,-45.205
"511","GUASDUALITO","GUASDUALITO","VENEZUELA",7.211,-70.756
"512","GENERAL MANUEL CARLOS PIAR","GUAYANA","VENEZUELA",8.288,-62.76
"513","SIMON BOLIVAR INTERNATIONAL","GUAYAQUIL","ECUADOR",-2.158,-79.884
"514","CAP DE AV EMILIO BELTRAN","GUAYARAMERIN","BOLIVIA",-10.822,-65.346
"515","GUAYMARAL","GUAYMARAL","COLOMBIA",4.812,-74.065
"516","GUIRIA","GUIRIA","VENEZUELA",10.574,-62.313
"517","SCAER","GUISCRIFF-SCAER","FRANCE",48.052,-3.664
"518","GUIUAN","GUIUAN","PHILIPPINES",11.036,125.743
"519","GUNA","GUNA","INDIA",24.654,77.347
"520","BINAKA","GUNUNG SITOLI","INDONESIA",1.166,97.703
"521","GWALIOR","GWALIOR","INDIA",26.294,78.228
"522","FRANKFURT HAHN","HAHN","GERMANY",49.95,7.264
"523","WOLVERHAMPTON","HALFPENNY GREEN","ENGLAND",52.517,-2.26
"524","SHEARWATER","HALIFAX","CANADA",44.64,-63.499
"525","HALIFAX INTERNATIONAL","HALIFAX","CANADA",44.881,-63.509
"526","HALL BEACH","HALL BEACH","CANADA",68.776,-81.244
"527","HALLE OPPIN","HALLE","GERMANY",51.552,12.053
"528","HALLI","HALLI","FINLAND",61.856,24.786
"529","HAMBURG","HAMBURG","GERMANY",53.63,9.988
"530","HAMBURG FINKENWERDER","HAMBURG","GERMANY",53.535,9.835
"531","HAMEENKYRO","HAMEENKYRO","FINLAND",61.689,23.074
"532","HAMILTON","HAMILTON","CANADA",43.173,-79.935
"533","HAMILTON","HAMILTON","NEW ZEALAND",-37.866,175.332
"534","HANKO","HANKO","FINLAND",59.849,23.083
"535","HANNOVER","HANNOVER","GERMANY",52.461,9.685
"536","NOIBAI INTERNATIONAL","HANOI","VIET NAM",21.222,105.806
"537","TAIPING","HARBIN","CHINA",45.623,126.25
"538","HARRISMITH","HARRISMITH","SOUTH AFRICA",-28.235,29.106
"539","HASSFURT SCHWEINFURT","HASSFURT","GERMANY",50.018,10.529
"540","OUED IRARA","HASSI-MESSAOUD","ALGERIA",31.673,6.14
"541","HASTINGS","HASTINGS","SIERRA LEONE",8.394,-13.128
"542","HASTINGS","HASTINGS","NEW ZEALAND",-39.647,176.767
"543","HAVERFORDWEST","HAVERFORDWEST","ENGLAND",51.833,-4.961
"544","N/A","HAWKS NEST CREEK:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYCI:N/A:COLONEL HILL:COLONEL HILL:BAHAMAS:022:044:044:N:074:010:056:W:00002:22.746:-74.182
MYCP:N/A:N/A:PITTSDOWN:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYCS:N/A:N/A:CAY SAL:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYCX:N/A:N/A:CUTLASS BAY:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYEC:N/A:N/A:CAPE ELEUTHERA:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYEF:GGT:EXUMA INTERNATIONAL:GREAT EXUMA:BAHAMAS:023:033:045:N:075:052:040:W:00003:23.563:-75.878
MYEG:GGT:N/A:GEORGE TOWN:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYEH:ELH:NORTH ELEUTHERA:NORTH ELEUTHERA:BAHAMAS:025:028:032:N:076:040:052:W:00002:25.476:-76.681
MYEL:N/A:N/A:LEE STOCKING:BAHAMAS:000:000:000:U:000:000:000:U:00000:0.000:0.000
MYEM:GHB:GOVERNORS HARBOUR:GOVERNORS HARBOR","BAHAMAS",25.284,-76.331
"545","HAY RIVER","HAY RIVER","CANADA",60.84,-115.783
"546","HEHO","HEHO","MYANMAR",20.743,96.792
"547","HEILBRON","HEIBRON","SOUTH AFRICA",-27.278,27.996
"548","HEIDELBERG","HEIDELBERG","SOUTH AFRICA",-26.506,28.394
"549","HELSINKI MALMI","HELSINKI","FINLAND",60.254,25.043
"550","HELSINKI VANTAA","HELSINKI","FINLAND",60.32,24.956
"551","GARIEP DAM","HENDRIK VERWOERDDAM","SOUTH AFRICA",-30.562,25.528
"552","HERINGSDORF","HERINGSDORF","GERMANY",53.879,14.152
"553","HIERRO","HIERRO","CANARY ISLANDS",27.815,-17.887
"554","HIGH LEVEL","HIGH LEVEL","CANADA",58.621,-117.165
"555","HIGUEROTE","HIGUEROTE","VENEZUELA",10.462,-66.093
"556","HILDESHEIM","HILDESHEIM","GERMANY",52.177,9.946
"557","HISSAR","HISSAR","INDIA",29.181,75.753
"558","TANSONNHAT INTERNATIONAL","HO CHI MINH CITY","VIET NAM",10.82,106.662
"559","HOBART","HOBART","AUSTRALIA",-42.836,147.51
"560","HOEDSPRUIT AFS","HOEDSPRUIT","SOUTH AFRICA",-24.369,31.049
"561","HOF PLAUEN","HOF","GERMANY",50.289,11.855
"562","HORNAFJORDUR","HOFN","ICELAND",64.296,-15.227
"563","HOKITIKA","HOKITIKA","NEW ZEALAND",-42.714,170.985
"564","HOLMAN","HOLMAN ISLAND","CANADA",70.763,-117.806
"565","HONG KONG INTERNATIONAL","HONG KONG","HONG KONG",22.309,113.914
"566","HOTAN","HOTAN","CHINA",37.038,79.866
"567","HPA AN","HPA-AN","MYANMAR",16.894,97.675
"568","ALFEREZ FAP D F FERNANDINI","HUANUCO","PERU",-9.878,-76.204
"569","HUDSON BAY","HUDSON BAY","CANADA",52.817,-102.311
"570","HUSAVIK","HUSAVIK","ICELAND",65.952,-17.426
"571","HYDERABAD","HYDERABAD","INDIA",17.452,78.461
"572","HYVINKAA","HYVINKAA","FINLAND",60.654,24.881
"573","IAUARETE","IAUARETE","BRAZIL",0.607,-69.186
"574","IBA","IBA","PHILIPPINES",15.326,119.969
"575","PERALES","IBAGUE","COLOMBIA",4.421,-75.133
"576","ATAHUALPA","IBARRA","ECUADOR",0.338,-78.136
"577","IBERIA","IBERIA","PERU",-11.411,-69.489
"578","IE SHIMA AUX AB","IEJIMA","JAPAN",26.729,127.762
"579","IFRANE","IFRANE","MOROCCO",33.505,-5.153
"580","CATARATAS DEL IGUAZU","IGUAZU FALLS","ARGENTINA",-25.738,-54.473
"581","ILES DE LA MADELEINE","ILES DE LA MADELEINE","CANADA",47.425,-61.778
"582","ILHEUS","ILHEUS","BRAZIL",-14.816,-39.033
"583","ILLIZI","ILLIZI","ALGERIA",26.573,8.484
"584","ILO","ILO","PERU",-17.695,-71.344
"585","ILOILO","ILOILO","PHILIPPINES",10.713,122.545
"586","IMMOLA","IMMOLA","FINLAND",61.249,28.904
"587","IMPERATRIZ","IMPERATRIZ","BRAZIL",-5.531,-47.46
"588","IMPFONDO","IMPFONDO","CONGO",1.589,18.047
"589","IN SALAH","IN SALAH","ALGERIA",27.251,2.512
"590","INHAMBANE","INHAMBANE","MOZAMBIQUE",-23.876,35.408
"591","INUVIK MIKE ZUBKO","INUVIK","CANADA",68.304,-133.483
"592","USIMINAS","IPATINGA","BRAZIL",-19.471,-42.488
"593","SAN LUIS","IPIALES","COLOMBIA",0.862,-77.672
"594","SULTAN AZLAN SHAH","IPOH","MALAYSIA",4.568,101.092
"595","IQALUIT","IQALUIT","CANADA",63.756,-68.556
"596","DIEGO ARACENA INTERNATIONAL","IQUIQUE","CHILE",-20.535,-70.181
"597","CORONEL FAP FRANCISCO SECADA VIGNETTA","IQUITOS","PERU",-3.785,-73.309
"598","ISAFJORDUR","ISAFJORDUR","ICELAND",66.058,-23.135
"599","ISHIGAKI","ISHIGAKI","JAPAN",24.344,124.187
"600","ISHURDI","ISHURDI","BANGLADESH",24.152,89.049
"601","ISIRO MATARI","ISIRO","ZAIRE",2.827,27.588
"602","ANDRES MIGUEL SALAZAR MARCANO","ISLA DE COCHE","VENEZUELA",10.794,-63.981
"603","TENIENTE RODOLFO MARSH MARTIN","ISLA REY JORGE","ANTARCTICA",-62.191,-58.987
"604","ITAIPU","ITAIPU","PARAGUAY",-25.407,-54.619
"605","CACHIMBO","ITAITUBA","BRAZIL",-9.334,-54.965
"606","ITACOATIARA","ITAITUBA","BRAZIL",-3.127,-58.481
"607","ITAITUBA","ITAITUBA","BRAZIL",-4.242,-56.001
"608","HIDROELETRICA","ITUMBIARA","BRAZIL",-18.444,-49.213
"609","IVALO","IVALO","FINLAND",68.607,27.405
"610","JACAREACANGA","JACARE-ACANGA","BRAZIL",-6.233,-57.777
"611","JAIPUR","JAIPUR","INDIA",26.824,75.81
"612","JAISALMER","JAISALMER","INDIA",26.889,70.864
"613","HALIM PERDANAKUSUMA INTERNATIONAL","JAKARTA","INDONESIA",-6.266,106.891
"614","SOEKARNO HATTA INTERNATIONAL","JAKARTA","INDONESIA",-6.126,106.656
"615","PONDOK CABE","JAKARTA","INDONESIA",-6.337,106.764
"616","JACOBSHAVN","JAKOBSHAVN","GREENLAND",69.233,-51.067
"617","SULTAN THAHA","JAMBI","INDONESIA",-1.638,103.644
"618","JAMMU","JAMMU","INDIA",32.69,74.838
"619","JANAKPUR","JANAKPUR","NEPAL",26.709,85.922
"620","JAUJA","JAUJA","PERU",-11.783,-75.473
"621","SENTANI","JAYAPURA","INDONESIA",-2.577,140.516
"622","JENA SCHONGLEINA","JENA","GERMANY",50.917,11.714
"623","JESSORE","JESSORE","BANGLADESH",23.184,89.161
"624","JHANSI","JHANSI","INDIA",25.49,78.559
"625","JIAMUSI","JIAMUSI","CHINA",46.843,130.465
"626","JIJEL","JIJEL","ALGERIA",36.795,5.873
"627","INTL. PRES. CASTRO PINTO","JOAO PESSOA","BRAZIL",-7.27,-35.896
"628","JODHPUR","JODHPUR","INDIA",26.251,73.048
"629","JOENSUU","JOENSUU","FINLAND",62.659,29.624
"630","JOHANNESBURG INTERNATIONAL","JOHANNESBURG","SOUTH AFRICA",-26.139,28.246
"631","LANSERIA","JOHANNESBURG","SOUTH AFRICA",-25.938,27.926
"632","SULTAN ISMAIL","JOHOR BAHRU","MALAYSIA",1.641,103.669
"633","JOIGNY","JOIGNY","FRANCE",47.992,3.392
"634","JOINVILLE","JOINVILLE","BRAZIL",-26.225,-48.797
"635","MARIANO MORENO","JOSE C. PAZ","ARGENTINA",-34.561,-58.789
"636","JOSE DE SAN MARTIN","JOSE DE SAN MARTIN","ARGENTINA",-44.048,-70.459
"637","LARAP","JOSE PANGANIBAN","PHILIPPINES",14.293,122.646
"638","JUANJUI","JUANJUI","PERU",-7.169,-76.728
"639","FRANCISCO DE ASSIS","JUIZ DE FORA","BRAZIL",-21.791,-43.387
"640","JUJUY","JUJUY","ARGENTINA",-24.393,-65.098
"641","JULIACA","JULIACA","PERU",-15.467,-70.158
"642","JUNIN","JUNIN","ARGENTINA",-34.546,-60.931
"643","JWANENG","JWANENG","BOTSWANA",-24.602,24.691
"644","JYVASKYLA","JYVASKYLA","FINLAND",62.399,25.678
"645","KADENA AB","KADENA","JAPAN",26.356,127.767
"646","KAEDI","KAEDI","MAURITANIA",16.159,-13.508
"647","KAIMANA","KAIMANA","INDONESIA",-3.644,133.695
"648","KAITAIA","KAITAIA","NEW ZEALAND",-35.07,173.285
"649","KAJAANI","KAJAANI","FINLAND",64.285,27.692
"650","KALABO","KALABO","ZAMBIA",-14.997,22.648
"651","KALAY","KALAY","MYANMAR",23.189,94.051
"652","KALEMIE","KALEMIE","ZAIRE",-5.876,29.25
"653","KALGOORLIE BOULDER","KALGOORLIE","AUSTRALIA",-30.789,121.462
"654","KALIBO","KALIBO","PHILIPPINES",11.681,122.378
"655","KAMARANG","KAMARANG","GUYANA",5.865,-60.614
"656","KAMENZ","KAMENZ","GERMANY",51.296,14.129
"657","KAMINA BASE","KAMINA BASE","ZAIRE",-8.642,25.253
"658","KAMLOOPS","KAMLOOPS","CANADA",50.702,-120.442
"659","KAMP LINTFORT","KAMP","GERMANY",51.53,6.537
"660","KANANGA","KANANGA","ZAIRE",-5.9,22.469
"661","GANGNEUNG","KANGNUNG","KOREA",37.753,128.944
"662","KANPUR CHAKERI","KANPUR","INDIA",26.404,80.41
"663","KANPUR","KANPUR","INDIA",26.441,80.363
"664","KAOLACK","KAOLACK","SENEGAL",14.147,-16.051
"665","KAPUSKASING","KAPUSKASING","CANADA",49.414,-82.468
"666","KARDLA","KARDLA","ESTONIA",58.991,22.831
"667","KARLSRUHE FORCHHEIM","KARLSRUHE","GERMANY",48.982,8.333
"668","KARRATHA","KARRATHA","AUSTRALIA",-20.712,116.773
"669","KASANE","KASANE","BOTSWANA",-17.833,25.162
"670","KASHI","KASHI","CHINA",39.543,76.022
"671","KASOMPE","KASOMPE","ZAMBIA",-12.573,27.894
"672","KASSEL CALDEN","KASSEL","GERMANY",51.408,9.378
"673","TRIBHUVAN INTERNATIONAL","KATHMANDU","NEPAL",27.696,85.359
"674","KAUHAJOKI","KAUHAJOKI","FINLAND",62.463,22.393
"675","KAUHAVA","KAUHAVA","FINLAND",63.127,23.051
"676","KAWTHOUNG","KAWTHOUNG","MYANMAR",10.049,98.538
"677","KAYES","KAYES","MALI",14.431,-11.439
"678","KEDOUGOU","KEDOUGOU","SENEGAL",12.572,-12.22
"679","KEFLAVIK NAS","KEFLAVIK","ICELAND",63.985,-22.606
"680","KELOWNA","KELOWNA","CANADA",49.956,-119.378
"681","KEMI TORNIO","KEMI","FINLAND",65.782,24.599
"682","KEMIJARVI","KEMIJARVI","FINLAND",66.713,27.157
"683","WOLTER MONGINSIDI","KENDARI","INDONESIA",-4.082,122.417
"684","KENGTUNG","KENGTUNG","MYANMAR",21.301,99.637
"685","KENORA","KENORA","CANADA",49.788,-94.363
"686","KENITRA","KENTIRA","MOROCCO",34.299,-6.596
"687","KERIKERI","KERIKERI","NEW ZEALAND",-35.263,173.912
"688","KERTEH","KERTEH","MALAYSIA",4.537,103.426
"689","RAHADI USMAN","KETAPANG","INDONESIA",-1.816,109.963
"690","KIEL HOLTENAU","KIEL","GERMANY",54.379,10.145
"691","KIFFA","KIFFA","MAURITANIA",16.59,-11.406
"692","KIIKALA","KIKALA","FINLAND",60.463,23.652
"693","KIKWIT","KIKWIT","ZAIRE",-5.036,18.786
"694","KIMBERLEY","KIMBERLEY","SOUTH AFRICA",-28.803,24.765
"695","GIMHAE INTERNATIONAL","KIMHAE","KOREA",35.179,128.938
"696","KINDERSLEY","KINDERSLEY","CANADA",51.517,-109.181
"697","KINDU","KINDU","ZAIRE",-2.919,25.915
"698","KINGSTON","KINGSTON","CANADA",44.225,-76.597
"699","KINSHASA NDJILI INTERNATIONAL","KINSHASA","ZAIRE",-4.386,15.444
"700","KINSHASA NDOLO","KINSHASA","ZAIRE",-4.325,15.328
"701","KISANGANI SIMISINI","KISANGANI","ZAIRE",0.518,25.155
"702","KITADAITO","KITADAITO","JAPAN",25.948,131.321
"703","KITEE","KITEE","FINLAND",62.166,30.074
"704","KITONA BASE","KITONA BASE","ZAIRE",-5.918,12.447
"705","KITTILA","KITTILA","FINLAND",67.701,24.847
"706","KLEINE BROGEL","KLEINE BROGEL","BELGIUM",51.168,5.471
"707","KLEINSEE","KLEINSEE","SOUTH AFRICA",-29.688,17.094
"708","KLERKSDORP","KLERKSDORP","SOUTH AFRICA",-26.871,26.718
"709","KLUANG","KLUANG","MALAYSIA",2.041,103.307
"710","KOBLENZ WINNINGEN","KOBLENZ","GERMANY",50.325,7.531
"711","KOTHEN","KOETHEN","GERMANY",51.721,11.962
"712","KOKSIJDE","KOKSIJDE","BELGIUM",51.09,2.653
"713","KOLDA","KOLDA","SENEGAL",12.88,-14.955
"714","KOLWEZI","KOLWEZI","ZAIRE",-10.766,25.506
"715","KOMATI POWER STATION","KOMATI POWER STATION","SOUTH AFRICA",-26.093,29.455
"716","KOMATIPOORT","KOMATIPOORT","SOUTH AFRICA",-25.441,31.93
"717","KONE","KONE","NEW CALEDONIA",-21.053,164.838
"718","KOPASKER","KOPASKER","ICELAND",66.314,-16.461
"719","WEVELGEM","KORTRIJK-VEVELGEM","BELGIUM",50.818,3.208
"720","KOTA","KOTA","INDIA",25.161,75.845
"721","SULTAN ISMAIL PETRA","KOTA BAHRU","MALAYSIA",6.166,102.294
"722","KOTA KINABALU INTERNATIONAL","KOTA KINABALU","MALAYSIA",5.937,116.051
"723","KOTAKOLI","KOTAKOLI","ZAIRE",4.158,21.651
"724","KOUMAC","KOUMAC","NEW CALEDONIA",-20.546,164.256
"725","KRABI","KRBI","THAILAND",8.099,98.986
"726","KRIEL","KRIEL","SOUTH AFRICA",-26.252,29.194
"727","KROONSTAD","KROONSTAD","SOUTH AFRICA",-27.661,27.316
"728","KRUGERSDORP","KRUGERSDORP","SOUTH AFRICA",-26.081,27.726
"729","KRUUNUPYY","KRUUNUPYY","FINLAND",63.721,23.143
"730","KUALA LUMPUR INTERNATIONAL","KUALA LUMPUR","MALAYSIA",2.746,101.71
"731","SULTAN MAHMUD","KUALA TERENGGANU","MALAYSIA",5.382,103.103
"732","KUANTAN","KUANTAN","MALAYSIA",3.775,103.209
"733","KUCHING INTERNATIONAL","KUCHING","MALAYSIA",1.485,110.346
"734","KULLU MANALI","KULU","INDIA",31.882,77.184
"735","KULUSUK","KULUSUK","GREENLAND",65.583,-37.15
"736","KUMEJIMA","KUMEJIMA","JAPAN",26.363,126.714
